dept_id,dept_name,faculty_id,campus,salary_total,avg_salary,avg_salary_m,avg_salary_f,avg_salary_unknown_gender,expenses_total,avg_expenses,avg_emp_rating,num_ratings,num_employees,female_count,male_count,no_gender_count
335,Bookstore,NULL,van,183468,91734.0000,NULL,91734.0000,NULL,10900,5450.0000,NULL,0,2,2,0,0
391,"Allergy And Immunology Unit",NULL,van,181238,181238.0000,181238.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
212,"Research Office",5,van,180243,90121.5000,NULL,90121.5000,NULL,3773,1886.5000,NULL,0,2,2,0,0
146,"Facilities Management",NULL,oka,179209,89604.5000,89604.5000,NULL,NULL,9113,4556.5000,NULL,0,2,0,2,0
320,"Office of Campus Operations and Risk Management",NULL,oka,179142,89571.0000,77911.0000,101231.0000,NULL,4930,2465.0000,NULL,0,2,1,1,0
85,"Arts Co-Op",7,van,178961,89480.5000,NULL,89480.5000,NULL,8359,4179.5000,NULL,0,2,2,0,0
378,"Student Financial Services",NULL,van,178451,89225.5000,NULL,89225.5000,NULL,4028,2014.0000,NULL,0,2,2,0,0
267,"Institutional Programs",NULL,van,177581,88790.5000,88790.5000,NULL,NULL,3536,1768.0000,NULL,0,2,0,2,0
185,"Continuing Professional Development",5,van,177329,88664.5000,NULL,88664.5000,NULL,5373,2686.5000,NULL,0,2,2,0,0
299,"Biomedical Research Centre",NULL,van,176351,88175.5000,88175.5000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
401,Electrical,NULL,van,176322,88161.0000,88161.0000,NULL,NULL,963,481.5000,NULL,0,2,0,2,0
379,"University Relations",NULL,oka,175891,87945.5000,95073.0000,80818.0000,NULL,2873,1436.5000,NULL,0,2,1,1,0
354,"Centre for Organizational Excellence",NULL,van,175832,87916.0000,NULL,87916.0000,NULL,342,171.0000,NULL,0,2,2,0,0
385,"Solutions & Integration",NULL,van,175134,87567.0000,87567.0000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
332,"UBC At Robson Square",NULL,van,174903,87451.5000,NULL,87451.5000,NULL,2297,1148.5000,NULL,0,2,2,0,0
200,"Revenue Accounting",NULL,van,173919,86959.5000,86959.5000,NULL,NULL,4421,2210.5000,NULL,0,2,0,2,0
327,"Pacific Institute For Math Sciences",NULL,van,172433,172433.0000,172433.0000,NULL,NULL,14139,14139.0000,NULL,0,1,0,1,0
72,Security,NULL,oka,172164,86082.0000,86082.0000,NULL,NULL,9682,4841.0000,NULL,0,2,0,2,0
76,"C+CP Consultation",NULL,van,170461,85230.5000,NULL,85230.5000,NULL,1288,644.0000,NULL,0,2,2,0,0
397,"International Student Development",NULL,van,170340,85170.0000,79479.0000,90861.0000,NULL,7141,3570.5000,NULL,0,2,1,1,0
393,"AVP Finance & Operations Office",NULL,oka,166823,166823.0000,166823.0000,NULL,NULL,9662,9662.0000,NULL,0,1,0,1,0
236,"AVP Students Office",NULL,oka,163838,163838.0000,163838.0000,NULL,NULL,27266,27266.0000,NULL,0,1,0,1,0
317,"Elevator Electrician",NULL,van,162796,81398.0000,81398.0000,NULL,NULL,440,220.0000,NULL,0,2,0,2,0
306,"Student Recruitment",NULL,van,160853,80426.5000,NULL,80426.5000,NULL,30660,15330.0000,NULL,0,2,2,0,0
270,"Mechanical Maintenance",NULL,van,159563,79781.5000,79781.5000,NULL,NULL,175,87.5000,NULL,0,2,0,2,0
365,"Audio Visual",NULL,van,158366,79183.0000,79183.0000,NULL,NULL,2714,1357.0000,NULL,0,2,0,2,0
386,"IT Transformation & Project Management Office",NULL,van,157365,157365.0000,157365.0000,NULL,NULL,2356,2356.0000,NULL,0,1,0,1,0
129,"Advanced Materials and Process Engineering Laboratory",NULL,van,156934,78467.0000,78467.0000,NULL,NULL,0,0.0000,NULL,0,2,0,2,0
140,"Djavad Mowafaghian Centre for Brain Health",NULL,van,154300,77150.0000,76941.0000,77359.0000,NULL,0,0.0000,NULL,0,2,1,1,0
194,"Centre for Interactive Research on Sustainability",NULL,van,147805,147805.0000,147805.0000,NULL,NULL,9158,9158.0000,NULL,0,1,0,1,0
275,"Dental Clinic",13,van,144330,144330.0000,NULL,144330.0000,NULL,2911,2911.0000,NULL,0,1,1,0,0
301,"Management Reporting & Budget",NULL,van,143884,143884.0000,143884.0000,NULL,NULL,1146,1146.0000,NULL,0,1,0,1,0
249,"Government Relations",NULL,van,140073,140073.0000,140073.0000,NULL,NULL,21780,21780.0000,NULL,0,1,0,1,0
405,"Academic Systems Management",NULL,van,133895,133895.0000,133895.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
371,"Math & Science Education",NULL,van,131839,131839.0000,NULL,131839.0000,NULL,3902,3902.0000,NULL,0,1,1,0,0
355,"Neurodevelopment Network",NULL,van,131037,131037.0000,NULL,131037.0000,NULL,5284,5284.0000,NULL,0,1,1,0,0
366,"Financial Reporting & Revenue Accounting",NULL,van,124500,124500.0000,124500.0000,NULL,NULL,458,458.0000,NULL,0,1,0,1,0
413,"Community Partnership",NULL,van,123821,123821.0000,NULL,123821.0000,NULL,19824,19824.0000,NULL,0,1,1,0,0
402,"Neuroscience, Mental Health & Addiction",5,van,123204,123204.0000,NULL,123204.0000,NULL,36424,36424.0000,NULL,0,1,1,0,0
406,"Deputy Registrar",NULL,oka,117928,117928.0000,117928.0000,NULL,NULL,8646,8646.0000,NULL,0,1,0,1,0
231,"Ceremonies Office",NULL,van,115243,115243.0000,NULL,115243.0000,NULL,8325,8325.0000,5.0000,1,1,1,0,0
395,"Integrated Fac Fin Officers",NULL,van,115077,115077.0000,115077.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
376,"Research And Trust Accounting",NULL,van,113431,113431.0000,NULL,113431.0000,NULL,5195,5195.0000,NULL,0,1,1,0,0
308,"University-Industry Liaison Office",NULL,oka,113128,113128.0000,113128.0000,NULL,NULL,17306,17306.0000,NULL,0,1,0,1,0
382,"Faculty Pension Plan Board",NULL,van,106478,106478.0000,NULL,106478.0000,NULL,3553,3553.0000,NULL,0,1,1,0,0
403,Management,NULL,van,106035,106035.0000,106035.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
411,Payroll,NULL,van,105566,105566.0000,NULL,105566.0000,NULL,6804,6804.0000,NULL,0,1,1,0,0
369,"Creative Media",NULL,van,105103,105103.0000,105103.0000,NULL,NULL,5157,5157.0000,NULL,0,1,0,1,0
216,"Bio-Resource Engineering",3,van,105050,105050.0000,105050.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
48,"Communication Services",NULL,van,104694,104694.0000,NULL,104694.0000,NULL,3166,3166.0000,NULL,0,1,1,0,0
392,Finance,NULL,van,104345,104345.0000,NULL,104345.0000,NULL,2467,2467.0000,NULL,0,1,1,0,0
352,"UBC Learning Exchange",NULL,van,104140,104140.0000,NULL,104140.0000,NULL,385,385.0000,NULL,0,1,1,0,0
227,Data,NULL,van,102065,102065.0000,NULL,102065.0000,NULL,2941,2941.0000,NULL,0,1,1,0,0
271,"Pacific Educational Press",6,van,100432,100432.0000,NULL,100432.0000,NULL,5424,5424.0000,NULL,0,1,1,0,0
408,"Health & Wellness",NULL,oka,99839,99839.0000,99839.0000,NULL,NULL,3754,3754.0000,NULL,0,1,0,1,0
254,"Agassiz Dairy Education Research Centre",12,van,98248,98248.0000,98248.0000,NULL,NULL,1864,1864.0000,NULL,0,1,0,1,0
373,"Office of Planning and Institutional Research",NULL,oka,97613,97613.0000,NULL,97613.0000,NULL,7272,7272.0000,NULL,0,1,1,0,0
303,Finance,NULL,van,96818,96818.0000,NULL,96818.0000,NULL,2894,2894.0000,NULL,0,1,1,0,0
316,"Construction Ofc",NULL,van,94909,94909.0000,94909.0000,NULL,NULL,219,219.0000,NULL,0,1,0,1,0
328,"Music Library",NULL,van,94401,94401.0000,94401.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
293,"Strategic Sourcing",NULL,van,93378,93378.0000,93378.0000,NULL,NULL,160,160.0000,NULL,0,1,0,1,0
203,"Service Centre",NULL,van,92702,92702.0000,NULL,92702.0000,NULL,1289,1289.0000,10.0000,2,1,1,0,0
399,"Continuing Dental Education",13,van,92561,92561.0000,NULL,92561.0000,NULL,17059,17059.0000,NULL,0,1,1,0,0
302,"Southern Medical Program",5,oka,92545,92545.0000,NULL,92545.0000,NULL,6426,6426.0000,NULL,0,1,1,0,0
384,"Medical Animal Facility",NULL,van,92374,92374.0000,92374.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
362,"Finance (Provost Finance)",NULL,van,92249,92249.0000,NULL,92249.0000,NULL,3081,3081.0000,NULL,0,1,1,0,0
180,"Humanities 101 Program",7,van,91937,91937.0000,NULL,91937.0000,NULL,14053,14053.0000,NULL,0,1,1,0,0
404,"David Lam Library ",NULL,van,91865,91865.0000,NULL,91865.0000,NULL,4622,4622.0000,NULL,0,1,1,0,0
387,"Global Resource Systems",12,van,90805,90805.0000,NULL,90805.0000,NULL,8630,8630.0000,3.0000,1,1,1,0,0
168,"Centre for High-Throughput Biology",NULL,van,90364,90364.0000,90364.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
143,Sustainability,NULL,oka,89463,89463.0000,NULL,89463.0000,NULL,8185,8185.0000,NULL,0,1,1,0,0
321,Bookstore,NULL,oka,89394,89394.0000,89394.0000,NULL,NULL,2202,2202.0000,NULL,0,1,0,1,0
400,"IT Services",NULL,van,89314,89314.0000,89314.0000,NULL,NULL,3895,3895.0000,NULL,0,1,0,1,0
222,Communications,NULL,van,89274,89274.0000,89274.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
225,"Financial Systems",NULL,van,89040,89040.0000,NULL,89040.0000,NULL,5431,5431.0000,NULL,0,1,1,0,0
351,"eHealth Strategy Office",5,van,87493,87493.0000,NULL,87493.0000,NULL,0,0.0000,NULL,0,1,1,0,0
367,"Wine Research Centre",12,van,87464,87464.0000,NULL,87464.0000,NULL,0,0.0000,NULL,0,1,1,0,0
336,"Student Recruitment & Advising",NULL,oka,86927,86927.0000,NULL,86927.0000,NULL,15900,15900.0000,NULL,0,1,1,0,0
260,"Communications & Marketing",NULL,van,86899,86899.0000,86899.0000,NULL,NULL,335,335.0000,NULL,0,1,0,1,0
240,"College Of Health Disciplines",NULL,van,86622,86622.0000,NULL,86622.0000,NULL,3907,3907.0000,NULL,0,1,1,0,0
295,Water,NULL,van,85043,85043.0000,85043.0000,NULL,NULL,355,355.0000,NULL,0,1,0,1,0
337,"Child Family Health Initiative",5,van,84848,84848.0000,84848.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
61,"Payments & Procurement",NULL,oka,84259,84259.0000,84259.0000,NULL,NULL,6940,6940.0000,NULL,0,1,0,1,0
412,"UBC MRI Research Centre",NULL,van,83328,83328.0000,83328.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
346,"Office of Research Services",NULL,oka,82699,82699.0000,NULL,82699.0000,NULL,6879,6879.0000,NULL,0,1,1,0,0
357,"Dean's Office",19,van,82690,82690.0000,NULL,82690.0000,NULL,0,0.0000,NULL,0,1,1,0,0
310,"Rederivation Facility",NULL,van,82661,82661.0000,NULL,82661.0000,NULL,58,58.0000,NULL,0,1,1,0,0
309,"Centre For Comparative Medicine",NULL,van,82475,82475.0000,82475.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
370,"Modified Barrier Facility",NULL,van,82475,82475.0000,82475.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
170,"Procure To Pay Client Services",NULL,van,82473,82473.0000,NULL,82473.0000,NULL,160,160.0000,NULL,0,1,1,0,0
383,"Grad Programs & Research",NULL,van,82375,82375.0000,82375.0000,NULL,NULL,2460,2460.0000,NULL,0,1,0,1,0
60,"Medical Admissions",5,van,81366,81366.0000,81366.0000,NULL,NULL,11788,11788.0000,NULL,0,1,0,1,0
44,"International Student Initiative",NULL,oka,80753,80753.0000,NULL,80753.0000,NULL,14913,14913.0000,NULL,0,1,1,0,0
398,"Circulation Division",NULL,van,80531,80531.0000,NULL,80531.0000,NULL,161,161.0000,NULL,0,1,1,0,0
394,"Enrolment Services",NULL,oka,78944,78944.0000,NULL,78944.0000,NULL,5568,5568.0000,NULL,0,1,1,0,0
372,"Health Services and Policy Research Centre",NULL,van,78298,78298.0000,NULL,78298.0000,NULL,11742,11742.0000,NULL,0,1,1,0,0
217,"Canadian Literature",7,van,77477,77477.0000,NULL,77477.0000,NULL,1230,1230.0000,NULL,0,1,1,0,0
151,"Community Service Learning Program",NULL,oka,76747,76747.0000,76747.0000,NULL,NULL,2877,2877.0000,NULL,0,1,0,1,0
381,"Beaty Biodiversity Museum",NULL,van,76147,76147.0000,NULL,76147.0000,NULL,484,484.0000,NULL,0,1,1,0,0
12,"Student Services & Financial Support",NULL,oka,75895,75895.0000,NULL,75895.0000,NULL,6630,6630.0000,NULL,0,1,1,0,0
375,"Risk Management Services",NULL,oka,75762,75762.0000,NULL,75762.0000,NULL,1226,1226.0000,NULL,0,1,1,0,0
409,"Sauder Desktop",NULL,van,75482,75482.0000,75482.0000,NULL,NULL,0,0.0000,NULL,0,1,0,1,0
407,"Waste Management",NULL,van,75381,75381.0000,75381.0000,NULL,NULL,122,122.0000,NULL,0,1,0,1,0
380,"Operations Centre Building Management System",NULL,van,75066,75066.0000,75066.0000,NULL,NULL,1612,1612.0000,NULL,0,1,0,1,0
